record_id,major,degree,school,school_year,female_new_enrollment,female_total_graduated
4904,Computer Science,Bachelor's,157,2011-2012,24,40
4926,Computer Science + X,Bachelor's,157,2014-2015,4,1
4913,Computer Science + X,Bachelor's,157,2015-2016,4,3
4914,Computer Science + X,Bachelor's,157,2011-2012,3,4
4918,Computer Science + X,Bachelor's,157,2015-2016,16,8
4916,Computer Science + X,Bachelor's,157,2013-2014,8,14
4912,Computer Science + X,Bachelor's,157,2014-2015,3,3
4928,Computer Science + X,Bachelor's,157,2014-2015,2,0
4929,Computer Science + X,Bachelor's,157,2015-2016,3,0
4915,Computer Science + X,Bachelor's,157,2012-2013,6,6
4923,Computer Science + X,Bachelor's,157,2014-2015,2,0
4909,Computer Science + X,Bachelor's,157,2011-2012,1,2
4911,Computer Science + X,Bachelor's,157,2013-2014,0,4
4919,Computer Science + X,Bachelor's,157,2013-2014,0,0
4921,Computer Science + X,Bachelor's,157,2015-2016,0,0
4922,Computer Science + X,Bachelor's,157,2013-2014,0,0
4925,Computer Science + X,Bachelor's,157,2013-2014,0,0
5291,Computer Science,Bachelor's,157,2016-2017,91,
3966,Information Technology,Bachelor's,158,2007-2008,,
3967,Information Technology,Bachelor's,158,2008-2009,,
3968,Information Technology,Bachelor's,158,2009-2010,,
3969,Information Technology,Bachelor's,158,2010-2011,,
3970,Information Technology,Bachelor's,158,2011-2012,,
3958,Computer Science,Bachelor's,158,2004-2005,,
3959,Computer Science,Bachelor's,158,2005-2006,,
3960,Computer Science,Bachelor's,158,2006-2007,,
3961,Computer Science,Bachelor's,158,2007-2008,,
3962,Computer Science,Bachelor's,158,2008-2009,,
3963,Computer Science,Bachelor's,158,2009-2010,,
3964,Computer Science,Bachelor's,158,2010-2011,,
3965,Computer Science,Bachelor's,158,2011-2012,,
3971,Computer Science,Bachelor's,158,2004-2005,,
3972,Computer Science,Bachelor's,158,2005-2006,,
3973,Computer Science,Bachelor's,158,2006-2007,,
3974,Computer Science,Bachelor's,158,2007-2008,,
3975,Computer Science,Bachelor's,158,2008-2009,,
3976,Computer Science,Bachelor's,158,2009-2010,,
3977,Computer Science,Bachelor's,158,2010-2011,,
3978,Computer Science,Bachelor's,158,2011-2012,,
2383,Computer Science,Bachelor's,160,2004-2005,,
2384,Computer Science,Bachelor's,160,2005-2006,,
2385,Computer Science,Bachelor's,160,2006-2007,,
2386,Computer Science,Bachelor's,160,2007-2008,,
2387,Computer Science,Bachelor's,160,2008-2009,,
2388,Computer Science,Bachelor's,160,2009-2010,,
2389,Computer Science,Bachelor's,160,2010-2011,,
2390,Computer Science,Bachelor's,160,2011-2012,,
4512,Computer Science,Bachelor'ss,160,2014-2015,,10
4653,Computer Science,Bachelor'ss,160,2012-2013,,5
4654,Computer Science,Bachelor'ss,160,2013-2014,,5
5046,Computer Science,Bachelor's,160,2015-2016,,
4514,Computer Science,Bachelor's,163,2015-2016,,
4532,Computer Science,Bachelor's,163,2014-2015,,
4520,Computer Science,Bachelor'ss,170,2015-2016,,
4773,Computer Science,Bachelor'ss,170,2015-2016,,
2291,Computer Science,Bachelor's,172,2004-2005,,
2292,Computer Science,Bachelor's,172,2005-2006,,
2293,Computer Science,Bachelor's,172,2006-2007,,
2294,Computer Science,Bachelor's,172,2007-2008,,
2295,Computer Science,Bachelor's,172,2008-2009,,
2296,Computer Science,Bachelor's,172,2009-2010,,
4765,Computer Science,Bachelor's,172,2015-2016,,
4699,Information Technology ,Bachelor'ss,173,2015-2016,,
3820,Computer Science,Bachelor's,176,2004-2005,,
3821,Computer Science,Bachelor's,176,2005-2006,,
3822,Computer Science,Bachelor's,176,2006-2007,,
3823,Computer Science,Bachelor's,176,2007-2008,,
3824,Computer Science,Bachelor's,176,2008-2009,,
3825,Computer Science,Bachelor's,176,2009-2010,,
3826,Computer Science,Bachelor's,176,2010-2011,,
3827,Computer Science,Bachelor's,176,2011-2012,,
4684,Computer Science,Bachelor's,176,2012-2013,,
4477,Computer Science,Bachelor's,179,2006-2007,9,
4478,Computer Science,Bachelor's,179,2007-2008,7,
4482,Computer Science,Bachelor's,179,2008-2009,5,
4483,Computer Science,Bachelor's,179,2009-2010,1,
4484,Computer Science,Bachelor's,179,2010-2011,5,
4485,Computer Science,Bachelor's,179,2011-2012,3,
4486,Computer Science,Bachelor's,179,2012-2013,5,
4731,Computer Science,Bachelor's,179,2015-2016,,
4490,Electrical Engineering,Bachelor's,179,2006-2007,3,
4491,Electrical Engineering,Bachelor's,179,2007-2008,3,
4492,Electrical Engineering,Bachelor's,179,2008-2009,1,
4493,Electrical Engineering,Bachelor's,179,2009-2010,3,
4494,Electrical Engineering,Bachelor's,179,2010-2011,7,
4495,Electrical Engineering,Bachelor's,179,2011-2012,4,
4496,Electrical Engineering,Bachelor's,179,2012-2013,1,
4732,Electrical Engineering,Bachelor's,179,2015-2016,,
4497,Mechanical Engineering,Bachelor's,179,2006-2007,4,
4498,Mechanical Engineering,Bachelor's,179,2007-2008,5,
4499,Mechanical Engineering,Bachelor's,179,2008-2009,6,
4500,Mechanical Engineering,Bachelor's,179,2009-2010,12,
4501,Mechanical Engineering,Bachelor's,179,2010-2011,9,
4502,Mechanical Engineering,Bachelor's,179,2011-2012,10,
4503,Mechanical Engineering,Bachelor's,179,2012-2013,5,
4730,Mechanical Engineering,Bachelor's,179,2015-2016,,
4705,Computer Science,Bachelor's,18,2014-2015,,1
4736,Computer Engineering,Bachelor's,18,2014-2015,,1
3519,Computer Science (BS),Bachelor's,182,2010-2011,6,4
4063,Aerospace Engineering,Bachelor's,182,2014-2015,25,12
4358,Mechanical Engineering,Bachelor's,182,2015-2016,31,37
4064,Mechanical Engineering,Bachelor's,182,2010-2011,14,17
4065,Mechanical Engineering,Bachelor's,182,2011-2012,18,15
4059,Aerospace Engineering,Bachelor's,182,2010-2011,22,9
4067,Mechanical Engineering,Bachelor's,182,2013-2014,23,26
4071,Computer Science (BS),Bachelor's,182,2012-2013,6,9
4060,Aerospace Engineering,Bachelor's,182,2011-2012,27,8
4061,Aerospace Engineering,Bachelor's,182,2012-2013,19,11
4072,Computer Science (BS),Bachelor's,182,2013-2014,10,13
4062,Aerospace Engineering,Bachelor's,182,2013-2014,27,11
4355,Aerospace Engineering,Bachelor's,182,2015-2016,32,14
4066,Mechanical Engineering,Bachelor's,182,2012-2013,16,21
4357,Computer Science (BS),Bachelor's,182,2015-2016,24,19
4068,Mechanical Engineering,Bachelor's,182,2014-2015,16,25
3520,Computer Science (BS),Bachelor's,182,2011-2012,10,5
4073,Computer Science (BS),Bachelor's,182,2014-2015,15,13
4070,Computer Science (BA),Bachelor's,182,2014-2015,24,4
4356,Computer Science (BA),Bachelor's,182,2015-2016,18,
4069,Computer Science (BA),Bachelor's,182,2013-2014,6,0
3513,Computer Science (BS),Bachelor's,182,2004-2005,,
3514,Computer Science (BS),Bachelor's,182,2005-2006,,
3515,Computer Science (BS),Bachelor's,182,2006-2007,,
3516,Computer Science (BS),Bachelor's,182,2007-2008,,
3517,Computer Science (BS),Bachelor's,182,2008-2009,,
3518,Computer Science (BS),Bachelor's,182,2009-2010,,
4612,Data Science,Bachelor's,187,2014-2015,,
4616,Data Science,Bachelor's,187,2015-2016,,
4611,Information Sciences,Bachelor's,187,2014-2015,,
4615,Information Sciences,Bachelor's,187,2015-2016,,
4609,Computer Information Systems,Bachelor's,187,2014-2015,,
4613,Computer Information Systems,Bachelor's,187,2015-2016,,
4610,Information Assurance/Cybersecurity,Bachelor's,187,2014-2015,,
4614,Information Assurance/Cybersecurity,Bachelor's,187,2015-2016,,
2923,Computer Science,Bachelor's,189,2004-2005,,
2924,Computer Science,Bachelor's,189,2005-2006,,
2925,Computer Science,Bachelor's,189,2006-2007,,
2926,Computer Science,Bachelor's,189,2007-2008,,
2927,Computer Science,Bachelor's,189,2008-2009,,
2928,Computer Science,Bachelor's,189,2009-2010,,
2929,Computer Science,Bachelor's,189,2010-2011,,
2930,Computer Science,Bachelor's,189,2011-2012,,
2931,Computer Science,Bachelor's,189,2004-2005,,
2932,Computer Science,Bachelor's,189,2005-2006,,
2933,Computer Science,Bachelor's,189,2006-2007,,
2934,Computer Science,Bachelor's,189,2007-2008,,
2935,Computer Science,Bachelor's,189,2008-2009,,
2936,Computer Science,Bachelor's,189,2009-2010,,
2937,Computer Science,Bachelor's,189,2010-2011,,
2938,Computer Science,Bachelor's,189,2011-2012,,
2939,Business Technology,Bachelor's,189,2004-2005,,
2940,Business Technology,Bachelor's,189,2005-2006,,
2941,Business Technology,Bachelor's,189,2006-2007,,
2942,Business Technology,Bachelor's,189,2007-2008,,
2943,Business Technology,Bachelor's,189,2008-2009,,
2944,Business Technology,Bachelor's,189,2009-2010,,
2945,Business Technology,Bachelor's,189,2010-2011,,
2946,Business Technology,Bachelor's,189,2011-2012,,
2947,Information,Bachelor's,189,2004-2005,,
2948,Information,Bachelor's,189,2005-2006,,
2949,Information,Bachelor's,189,2006-2007,,
2950,Information,Bachelor's,189,2007-2008,,
2951,Information,Bachelor's,189,2008-2009,,
2952,Information,Bachelor's,189,2009-2010,,
2953,Information,Bachelor's,189,2010-2011,,
2954,Information,Bachelor's,189,2011-2012,,
4282,Computer Engineering,Bachelor's,194,2011-2012,3,1
4865,Electrical Engineering,Bachelor's,194,2016-2017,5,
4297,Computer Science,Bachelor's,194,2013-2014,3,2
4864,Computer Engineering,Bachelor's,194,2016-2017,5,
4285,Electrical Engineering,Bachelor's,194,2014-2015,6,7
4286,Electrical Engineering,Bachelor's,194,2013-2014,4,7
4280,Computer Engineering,Bachelor's,194,2013-2014,5,3
4287,Electrical Engineering,Bachelor's,194,2012-2013,8,5
4289,Electrical Engineering,Bachelor's,194,2010-2011,4,10
4284,Computer Engineering,Bachelor's,194,2009-2010,2,2
4346,Software Engineering,Bachelor's,194,2015-2016,2,0
4298,Computer Science,Bachelor's,194,2012-2013,7,2
4863,Computer Science,Bachelor's,194,2016-2017,21,
4866,Software Engineering,Bachelor's,194,2016-2017,3,
2839,Computer Science,Bachelor's,194,2014-2015,5,3
2841,Computer Science,Bachelor's,194,2011-2012,7,2
4281,Computer Engineering,Bachelor's,194,2012-2013,4,1
2840,Computer Science,Bachelor's,194,2010-2011,10,5
4283,Computer Engineering,Bachelor's,194,2010-2011,9,0
4288,Electrical Engineering,Bachelor's,194,2011-2012,8,13
4279,Computer Engineering,Bachelor's,194,2014-2015,7,2
4299,Computer Science,Bachelor's,194,2009-2010,8,1
4349,Computer Engineering,Bachelor's,194,2015-2016,5,2
4347,Electrical Engineering,Bachelor's,194,2015-2016,10,7
4348,Computer Science,Bachelor's,194,2015-2016,19,7
4291,Software Engineering,Bachelor's,194,2014-2015,3,0
4290,Electrical Engineering,Bachelor's,194,2009-2010,3,7
4292,Software Engineering,Bachelor's,194,2013-2014,1,1
4294,Software Engineering,Bachelor's,194,2011-2012,1,0
2834,Computer Science,Bachelor's,194,2004-2005,,
2835,Computer Science,Bachelor's,194,2005-2006,,
2836,Computer Science,Bachelor's,194,2006-2007,,
2837,Computer Science,Bachelor's,194,2007-2008,,
2838,Computer Science,Bachelor's,194,2008-2009,,
4293,Software Engineering,Bachelor's,194,2012-2013,0,0
4295,Software Engineering,Bachelor's,194,2010-2011,0,0
4296,Software Engineering,Bachelor's,194,2009-2010,0,0
3118,Computer Science,Bachelor's,20,2006-2007,,
3119,Computer Science,Bachelor's,20,2007-2008,,
3120,Computer Science,Bachelor's,20,2008-2009,,
3121,Computer Science,Bachelor's,20,2009-2010,,
3122,Computer Science,Bachelor's,20,2010-2011,,
3123,Computer Science,Bachelor's,20,2011-2012,,
4606,Information Science,Bachelor's,200,2012-2013,4,2
4607,Information Science,Bachelor's,200,2013-2014,3,2
4617,Computer Science + X,Bachelor's,200,2010-2011,,5
4618,Computer Science + X,Bachelor's,200,2011-2012,,11
4619,Computer Science + X,Bachelor's,200,2012-2013,,22
4620,Computer Science + X,Bachelor's,200,2013-2014,,22
4621,Computer Science + X,Bachelor's,200,2014-2015,,32
4604,Information Science,Bachelor's,200,2010-2011,0,1
4605,Information Science,Bachelor's,200,2011-2012,0,0
4608,Information Science ,Bachelor's,200,2014-2015,0,4
4622,Information Science,Bachelor's,200,2010-2011,,8
4623,Information Science,Bachelor's,200,2011-2012,,7
4624,Information Science,Bachelor's,200,2012-2013,,13
4625,Information Science,Bachelor's,200,2013-2014,,15
4626,Information Science,Bachelor's,200,2014-2015,,18
3585,Computer Science,Bachelor's,201,2004-2005,,
3586,Computer Science,Bachelor's,201,2005-2006,,
3587,Computer Science,Bachelor's,201,2006-2007,,
3588,Computer Science,Bachelor's,201,2007-2008,,
3589,Computer Science,Bachelor's,201,2008-2009,,
3590,Computer Science,Bachelor's,201,2009-2010,,
3591,Computer Science,Bachelor's,201,2010-2011,,
3592,Computer Science,Bachelor's,201,2011-2012,,
4780,Computational Mathematics,Bachelor's,204,2015-2016,,
5277,CS and/or Eng Multiple Majors (data submitted in aggregation),Bachelor's,205,2016-2017,5,
4175,Electrical and Computer Engineering,Bachelor's,205,2014-2015,4,
4173,Electrical and Computer Engineering,Bachelor's,205,2012-2013,8,0
5276,CS and/or Eng Multiple Majors (data submitted in aggregation),Bachelor's,205,2015-2016,9,6
4172,Electrical and Computer Engineering,Bachelor's,205,2011-2012,15,1
4174,Electrical and Computer Engineering,Bachelor's,205,2013-2014,13,3
5275,CS and/or Eng Multiple Majors (data submitted in aggregation),Bachelor's,205,2014-2015,3,4
5271,CS and/or Eng Multiple Majors (data submitted in aggregation),Bachelor's,205,2010-2011,5,6
5273,CS and/or Eng Multiple Majors (data submitted in aggregation),Bachelor's,205,2012-2013,2,7
5272,CS and/or Eng Multiple Majors (data submitted in aggregation),Bachelor's,205,2011-2012,2,4
4171,Electrical and Computer Engineering,Bachelor's,205,2010-2011,3,1
4236,CS and/or Eng Multiple Majors (data submitted in aggregation),Bachelor's,205,2009-2010,,
4237,CS and/or Eng Multiple Majors (data submitted in aggregation),Bachelor's,205,2008-2009,,
4238,CS and/or Eng Multiple Majors (data submitted in aggregation),Bachelor's,205,2007-2008,,
4239,CS and/or Eng Multiple Majors (data submitted in aggregation),Bachelor's,205,2006-2007,,
4240,CS and/or Eng Multiple Majors (data submitted in aggregation),Bachelor's,205,2005-2006,,
4241,CS and/or Eng Multiple Majors (data submitted in aggregation),Bachelor's,205,2004-2005,,
5274,CS and/or Eng Multiple Majors (data submitted in aggregation),Bachelor's,205,2013-2014,0,11
3736,Management Information Systems,Bachelor's,206,2004-2005,,
3737,Management Information Systems,Bachelor's,206,2005-2006,,
3738,Management Information Systems,Bachelor's,206,2006-2007,,
3739,Management Information Systems,Bachelor's,206,2007-2008,,
3740,Management Information Systems,Bachelor's,206,2008-2009,,
3741,Management Information Systems,Bachelor's,206,2009-2010,,
3742,Management Information Systems,Bachelor's,206,2010-2011,,
3743,Management Information Systems,Bachelor's,206,2011-2012,,
4712,Management Information Systems,Bachelor's,206,2014-2015,,
2168,CS and/or Eng Multiple Majors (data submitted in aggregation),Bachelor's,21,2004-2005,,
2169,CS and/or Eng Multiple Majors (data submitted in aggregation),Bachelor's,21,2005-2006,,
2170,CS and/or Eng Multiple Majors (data submitted in aggregation),Bachelor's,21,2006-2007,,
2171,CS and/or Eng Multiple Majors (data submitted in aggregation),Bachelor's,21,2007-2008,,
2172,CS and/or Eng Multiple Majors (data submitted in aggregation),Bachelor's,21,2008-2009,,
2173,CS and/or Eng Multiple Majors (data submitted in aggregation),Bachelor's,21,2009-2010,,
2174,CS and/or Eng Multiple Majors (data submitted in aggregation),Bachelor's,21,2010-2011,,
2175,CS and/or Eng Multiple Majors (data submitted in aggregation),Bachelor's,21,2011-2012,,
2160,Computer Science,Bachelor's,21,2004-2005,,
2161,Computer Science,Bachelor's,21,2005-2006,,
2162,Computer Science,Bachelor's,21,2006-2007,,
2163,Computer Science,Bachelor's,21,2007-2008,,
2164,Computer Science,Bachelor's,21,2008-2009,,
2165,Computer Science,Bachelor's,21,2009-2010,,
2166,Computer Science,Bachelor's,21,2010-2011,,
2167,Computer Science,Bachelor's,21,2011-2012,,
3157,Computer Science,Bachelor'ss,211,2004-2005,,
3158,Computer Science,Bachelor'ss,211,2005-2006,,
3159,Computer Science,Bachelor'ss,211,2006-2007,,
3160,Computer Science,Bachelor'ss,211,2007-2008,,
3161,Computer Science,Bachelor'ss,211,2008-2009,,
3162,Computer Science,Bachelor'ss,211,2009-2010,,
2398,Information Technology,Bachelor's,216,2011-2012,0,12
2391,Information Technology,Bachelor's,216,2004-2005,,
2392,Information Technology,Bachelor's,216,2005-2006,,
2393,Information Technology,Bachelor's,216,2006-2007,,
2394,Information Technology,Bachelor's,216,2007-2008,,
2395,Information Technology,Bachelor's,216,2008-2009,,
2396,Information Technology,Bachelor's,216,2009-2010,,
2397,Information Technology,Bachelor's,216,2010-2011,,
5095,Information Technology,Bachelor's,216,2015-2016,3,3
5314,Information Technology,Bachelor's,216,2012-2013,0,15
5315,Information Technology,Bachelor's,216,2013-2014,1,9
5316,Information Technology,Bachelor's,216,2014-2015,1,8
5302,Game Design,Bachelor's,216,2011-2012,9,10
5303,Game Design,Bachelor's,216,2012-2013,4,13
5304,Game Design,Bachelor's,216,2013-2014,9,13
5305,Game Design,Bachelor's,216,2014-2015,10,11
5306,Game Design,Bachelor's,216,2015-2016,14,11
5325,Computer Science + X,Bachelor's,216,2015-2016,0,3
5326,Computer Science + X,Bachelor's,216,2014-2015,1,3
5327,Computer Science + X,Bachelor's,216,2013-2014,0,3
5328,Computer Science + X,Bachelor's,216,2012-2013,2,3
5329,Computer Science + X,Bachelor's,216,2011-2012,1,3
5330,Information Science,Bachelor's,216,2015-2016,6,5
5332,Information Science,Bachelor's,216,2013-2014,1,11
2399,Information Systems,Bachelor's,216,2004-2005,,
2400,Information Systems,Bachelor's,216,2005-2006,,
2401,Information Systems,Bachelor's,216,2006-2007,,
2402,Information Systems,Bachelor's,216,2007-2008,,
2403,Information Systems,Bachelor's,216,2008-2009,,
2404,Information Systems,Bachelor's,216,2009-2010,,
2405,Information Systems,Bachelor's,216,2010-2011,,
2406,Computer Information Systems,Bachelor's,216,2011-2012,1,6
5094,Computer and Information Systems,Bachelor's,216,2015-2016,0,3
5311,Computer Information Systems,Bachelor's,216,2012-2013,0,4
5312,Computer Information Systems,Bachelor's,216,2013-2014,0,3
5313,Computer Information Systems,Bachelor's,216,2014-2015,0,5
5091,Computer Science,Bachelor's,216,2015-2016,18,23
5307,Computer Science,Bachelor's,216,2011-2012,12,10
5308,Computer Science,Bachelor's,216,2012-2013,14,10
5309,Computer Science,Bachelor's,216,2013-2014,10,13
5310,Computer Science,Bachelor's,216,2014-2015,6,20
5331,Computer Software and Media Applications,Bachelor's,216,2014-2015,4,9
5333,Computer Software and Media Applications,Bachelor's,216,2012-2013,4,9
5334,Computer Software and Media Applications,Bachelor's,216,2011-2012,1,4
5093,Information Assurance/Cybersecurity,Bachelor's,216,2015-2016,1,1
5097,Information Assurance/Cybersecurity,Bachelor's,216,2015-2016,0,3
5317,Information Assurance/Cybersecurity,Bachelor's,216,2011-2012,0,1
5318,Information Assurance/Cybersecurity,Bachelor's,216,2012-2013,3,3
5319,Information Assurance/Cybersecurity,Bachelor's,216,2013-2014,0,2
5320,Information Assurance/Cybersecurity,Bachelor's,216,2014-2015,2,2
5321,Information Assurance/Cybersecurity,Bachelor's,216,2014-2015,1,3
5322,Information Assurance/Cybersecurity,Bachelor's,216,2013-2014,0,5
5323,Information Assurance/Cybersecurity,Bachelor's,216,2012-2013,0,4
5324,Information Assurance/Cybersecurity,Bachelor's,216,2011-2012,0,6
2955,Computer Science,Bachelor's,217,2004-2005,,
2956,Computer Science,Bachelor's,217,2005-2006,,
2957,Computer Science,Bachelor's,217,2006-2007,,
2958,Computer Science,Bachelor's,217,2007-2008,,
2959,Computer Science,Bachelor's,217,2008-2009,,
2960,Computer Science,Bachelor's,217,2009-2010,,
2961,Computer Science,Bachelor's,217,2004-2005,,
2962,Computer Science,Bachelor's,217,2005-2006,,
2963,Computer Science,Bachelor's,217,2006-2007,,
2964,Computer Science,Bachelor's,217,2007-2008,,
2965,Computer Science,Bachelor's,217,2008-2009,,
2966,Computer Science,Bachelor's,217,2009-2010,,
4701,Computer Science,Bachelor's,217,2015-2016,,
2283,Computer Science,Bachelor's,223,2004-2005,,
2284,Computer Science,Bachelor's,223,2005-2006,,
2285,Computer Science,Bachelor's,223,2006-2007,,
2286,Computer Science,Bachelor's,223,2007-2008,,
2287,Computer Science,Bachelor's,223,2008-2009,,
2288,Computer Science,Bachelor's,223,2009-2010,,
2289,Computer Science,Bachelor's,223,2010-2011,,
2290,Computer Science,Bachelor's,223,2011-2012,,
4737,Computer Science,Bachelor's,223,2015-2016,,
2267,Computer Information Systems,Bachelor's,224,2004-2005,,
2268,Computer Information Systems,Bachelor's,224,2005-2006,,
2269,Computer Information Systems,Bachelor's,224,2006-2007,,
2270,Computer Information Systems,Bachelor's,224,2007-2008,,
2271,Computer Information Systems,Bachelor's,224,2008-2009,,
2272,Computer Information Systems,Bachelor's,224,2009-2010,,
2273,Computer Information Systems,Bachelor's,224,2010-2011,,
2274,Computer Information Systems,Bachelor's,224,2011-2012,,
2275,Computer Science,Bachelor's,224,2004-2005,,
2276,Computer Science,Bachelor's,224,2005-2006,,
2277,Computer Science,Bachelor's,224,2006-2007,,
2278,Computer Science,Bachelor's,224,2007-2008,,
2279,Computer Science,Bachelor's,224,2008-2009,,
2280,Computer Science,Bachelor's,224,2009-2010,,
2281,Computer Science,Bachelor's,224,2010-2011,,
2282,Computer Science,Bachelor's,224,2011-2012,,
3403,Computer Information Systems,Bachelor's,232,2005-2006,,
3404,Computer Information Systems,Bachelor's,232,2006-2007,,
3405,Computer Information Systems,Bachelor's,232,2007-2008,,
3406,Computer Information Systems,Bachelor's,232,2008-2009,,
3407,Computer Information Systems,Bachelor's,232,2009-2010,,
3398,Computer Science,Bachelor's,232,2005-2006,,
3399,Computer Science,Bachelor's,232,2006-2007,,
3400,Computer Science,Bachelor's,232,2007-2008,,
3401,Computer Science,Bachelor's,232,2008-2009,,
3402,Computer Science,Bachelor's,232,2009-2010,,
3186,Programming,Associate's,233,2004-2005,,
3187,Programming,Associate's,233,2005-2006,,
3188,Programming,Associate's,233,2006-2007,,
3189,Programming,Associate's,233,2007-2008,,
3190,Programming,Associate's,233,2008-2009,,
3191,Programming,Associate's,233,2009-2010,,
3192,Programming,Associate's,233,2010-2011,,
3193,Programming,Associate's,233,2011-2012,,
3210,Web Design/Graphics,Associate's,233,2004-2005,,
3211,Web Design/Graphics,Associate's,233,2005-2006,,
3212,Web Design/Graphics,Associate's,233,2006-2007,,
3213,Web Design/Graphics,Associate's,233,2007-2008,,
3214,Web Design/Graphics,Associate's,233,2008-2009,,
3215,Web Design/Graphics,Associate's,233,2009-2010,,
3216,Web Design/Graphics,Associate's,233,2010-2011,,
3217,Web Design/Graphics,Associate's,233,2011-2012,,
3218,Web Design/Graphics,Associate's,233,2004-2005,,
3219,Web Design/Graphics,Associate's,233,2005-2006,,
3220,Web Design/Graphics,Associate's,233,2006-2007,,
3221,Web Design/Graphics,Associate's,233,2007-2008,,
3222,Web Design/Graphics,Associate's,233,2008-2009,,
3223,Web Design/Graphics,Associate's,233,2009-2010,,
3224,Web Design/Graphics,Associate's,233,2010-2011,,
3225,Web Design/Graphics,Associate's,233,2011-2012,,
3202,Database Management,Associate's,233,2004-2005,,
3203,Database Management,Associate's,233,2005-2006,,
3204,Database Management,Associate's,233,2006-2007,,
3205,Database Management,Associate's,233,2007-2008,,
3206,Database Management,Associate's,233,2008-2009,,
3207,Database Management,Associate's,233,2009-2010,,
3208,Database Management,Associate's,233,2010-2011,,
3209,Database Management,Associate's,233,2011-2012,,
3194,Network Administration,Associate's,233,2004-2005,,
3195,Network Administration,Associate's,233,2005-2006,,
3196,Network Administration,Associate's,233,2006-2007,,
3197,Network Administration,Associate's,233,2007-2008,,
3198,Network Administration,Associate's,233,2008-2009,,
3199,Network Administration,Associate's,233,2009-2010,,
3200,Network Administration,Associate's,233,2010-2011,,
3201,Network Administration,Associate's,233,2011-2012,,
4553,Computer Science + X,Bachelor's,236,2010-2011,,
4554,Computer Science + X,Bachelor's,236,2011-2012,,
4555,Computer Science + X,Bachelor's,236,2012-2013,,
4556,Computer Science + X,Bachelor's,236,2013-2014,,
4557,Computer Science + X,Bachelor's,236,2014-2015,,
4728,Computer Science + X,Bachelor's,236,2015-2016,,
2554,Computer Science,Bachelor's,236,2008-2009,,
2555,Computer Science,Bachelor's,236,2009-2010,,
2556,Computer Science,Bachelor's,236,2010-2011,,
2557,Computer Science,Bachelor's,236,2011-2012,,
2558,Computer Science,Bachelor's,236,2008-2009,,
2559,Computer Science,Bachelor's,236,2009-2010,,
4550,Computer Science,Bachelor's,236,2012-2013,,
4551,Computer Science,Bachelor's,236,2013-2014,,
4552,Computer Science,Bachelor's,236,2014-2015,,
4727,Computer Science,Bachelor's,236,2015-2016,,
4721,Computational Biology,Bachelor's,236,2010-2011,,
4722,Computational Biology,Bachelor's,236,2011-2012,,
4723,Computational Biology,Bachelor's,236,2012-2013,,
4724,Computational Biology,Bachelor's,236,2013-2014,,
4725,Computational Biology,Bachelor's,236,2014-2015,,
4726,Computational Biology,Bachelor's,236,2015-2016,,
5221,Mechanical Engineering,Bachelor's,238,2015-2016,10,1
4234,Mechanical Engineering,Bachelor's,238,2012-2013,6,5
5217,Computer Science,Bachelor's,238,2015-2016,9,5
4226,Computer Science,Bachelor's,238,2013-2014,7,0
4235,Mechanical Engineering,Bachelor's,238,2013-2014,7,4
4225,Computer Science,Bachelor's,238,2012-2013,9,0
4224,Computer Science,Bachelor's,238,2011-2012,6,0
5216,Computer Science,Bachelor's,238,2014-2015,11,3
5218,Information Technology,Bachelor's,238,2014-2015,1,3
4223,Computer Science,Bachelor's,238,2010-2011,4,1
5220,Mechanical Engineering,Bachelor's,238,2014-2015,7,7
4232,Mechanical Engineering,Bachelor's,238,2010-2011,2,3
4231,Information Technology,Bachelor's,238,2013-2014,1,0
4228,Information Technology,Bachelor's,238,2010-2011,1,3
4230,Information Technology,Bachelor's,238,2012-2013,1,2
5219,Information Technology,Bachelor's,238,2015-2016,3,3
4229,Information Technology,Bachelor's,238,2011-2012,1,1
4233,Mechanical Engineering,Bachelor's,238,2011-2012,4,1
3844,Information Technology Management,Bachelor's,240,2004-2005,,
3845,Information Technology Management,Bachelor's,240,2005-2006,,
3846,Information Technology Management,Bachelor's,240,2006-2007,,
3847,Information Technology Management,Bachelor's,240,2007-2008,,
3848,Information Technology Management,Bachelor's,240,2008-2009,,
3849,Information Technology Management,Bachelor's,240,2009-2010,,
3850,Information Technology Management,Bachelor's,240,2010-2011,,
3851,Information Technology Management,Bachelor's,240,2011-2012,,
2181,Computer Science,Bachelor'ss,243,2004-2005,,
2182,Computer Science,Bachelor'ss,243,2005-2006,,
2183,Computer Science,Bachelor'ss,243,2006-2007,,
2184,Computer Science,Bachelor'ss,243,2007-2008,,
2185,Computer Science,Bachelor'ss,243,2008-2009,,
2186,Computer Science,Bachelor'ss,243,2009-2010,,
2187,Computer Science,Bachelor'ss,243,2010-2011,,
2188,Computer Science,Bachelor'ss,243,2011-2012,,
3269,Computer Science,Bachelor's,244,2005-2006,,
3270,Computer Science,Bachelor's,244,2006-2007,,
3271,Computer Science,Bachelor's,244,2007-2008,,
3272,Computer Science,Bachelor's,244,2008-2009,,
3273,Computer Science,Bachelor's,244,2009-2010,,
3274,Computer Science,Bachelor's,244,2010-2011,,
3275,Computer Science,Bachelor's,244,2011-2012,,
3750,Computer Science,Bachelor's,248,2004-2005,,
3751,Computer Science,Bachelor's,248,2005-2006,,
3752,Computer Science,Bachelor's,248,2006-2007,,
